,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address,type_1,properties.city_1,properties.oldcity_1,properties.street_1,properties.postalcode_1,properties.number_1,properties.inseecode_1,properties.housenumberinfos_1,properties._score_1,properties._type_1,geometry.type_1,geometry.lng_1,geometry.lat_1,properties.housenumberinfos.date_1,properties.housenumberinfos.source_1,properties.housenumberinfos.kind_1,properties.housenumberinfos.otherpositions_1
104,109,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"prince & durant, d",,,,,,fabr,,,rue,,sainte apolline,9,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35436000021874,48.868845535469596,9  rue  sainte apolline,Feature,Paris 3e Arrondissement,[],rue sainte-apolline,75003,9,"['75103', '75']",,1.0,address,Point,2.35442,48.868802,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.354389', '48.868719']}}]"
105,110,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,provost ainé,,,,,,"dépot de sa fab de tissus mérinos, flanelles, robes, schals unis et imprimés façon cachemire",,,rue,,croix des petits champs,43,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3400654027398797,48.8645679493952,43  rue  croix des petits champs,Feature,Paris 1er Arrondissement,[],rue croix des petits champs,75001,43,"['75101', '75']",,1.0,address,Point,2.34065683542519,48.8651141235785,2019-07-22,ign,segment,
106,1469,dentelles et blondes (marchands de),1815,,B1815,,,"toussaint, constant",,,,,,et nouveautés,,,rue,de,richelieu,47,,,,,palais royal,2.0,,,,precise_geocoding,jacoubet_paris,1,2.33700218871454,48.8661522494879,47  rue de richelieu,Feature,Paris 1er Arrondissement,[],rue de richelieu,75001,47,"['75101', '75']",,1.0,address,Point,2.337083,48.866267,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.336845', '48.866445']}}]"
107,112,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"ramondene, j.j. & curnier",,,,,,fab et robes en tout genre ; dépôt de leur fabrique de nimes,,,place,du,chevalier du guet,3,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3467354969924,48.8584385738451,3  place du chevalier du guet,Feature,Paris 8e Arrondissement,[],rue du chevalier de saint george,75008,3,"['75108', '75']",,0.5151515151515151,address,Point,2.324674,48.868175,2018-10-21,ign,segment,
108,113,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,remy gosselin & co,,,,,,fabr,,,rue,des,fossés montmartre,24,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34397158491042,48.8667728381287,24  rue des fossés montmartre,Feature,Paris 1er Arrondissement,[],rue montmartre,75001,24,"['75101', '75']",,0.6666666666666665,address,Point,2.345578,48.864163,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.345687', '48.864135']}}]"
109,114,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"renouard, h & degrave, b",,,,,,"fabr schals brochés, en laine et cachemire, écharpes et fichus et gazes de soie unies et brochées pour modes et robes",,,rue,du,faubourg saint denis,24,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3533250071864,48.870863891434205,24  rue du faubourg saint denis,Feature,Paris 10e Arrondissement,[],rue du faubourg saint-denis,75010,24,"['75110', '75']",,1.0,address,Point,2.353325,48.870891,2018-10-21,ign,segment,
110,115,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,rey,,,,,,fabr,,,rue,,neuve saint eustache,18,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3451132295315,48.867139361437395,18  rue  neuve saint eustache,Feature,Paris 1er Arrondissement,[],porte saint eustache,75001,,"['75101', '75']",,0.5867768595041322,address,Point,2.345748,48.862829,,,,
111,116,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"ribault, f",,,,,,fabr,,,rue,,bourbon villeneuve,14,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34785240345664,48.8680117849104,14  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
112,117,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"richard, j.b.",,,,,,fab façon cachemire et cachemires français,,,rue,,bourbon villeneuve,26,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34939650125416,48.868469653030395,26  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
113,118,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,roulet,,,,,,fab ; voyez S. martin & roulet,,,rue,de,cléry,9,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3445893844576,48.8675621344458,9  rue de cléry,Feature,Paris 2e Arrondissement,[],rue de cléry,75002,9,"['75102', '75']",,1.0,address,Point,2.344608,48.867565,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.344561', '48.867663']}}]"
114,119,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,sabatier & vincent & co,,,,,,"tissus mérinos, flanelles et impression",,,rue,,croix des petits champs,37,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3399557469042005,48.8642649408459,37  rue  croix des petits champs,Feature,Paris 1er Arrondissement,[],rue croix des petits champs,75001,,"['75101', '75']",,0.9147727272727273,address,Point,2.340315,48.864273,,,,
115,120,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"sablet, a. & co",,,,,,"fab façon cachemire, gazes et étoffes de gout",,,rue,,sainte appoline,8,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3542856797834903,48.868932901030504,8  rue  sainte appoline,Feature,Paris 3e Arrondissement,[],rue sainte-apolline,75003,,"['75103', '75']",,0.8484848484848484,address,Point,2.354827,48.868715,,,,
116,121,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,saint estienne,,,,,,fabr,,,rue,,neuve saint eustache,32,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3458432657434,48.867373482669706,32  rue  neuve saint eustache,Feature,Paris 1er Arrondissement,[],porte saint eustache,75001,,"['75101', '75']",,0.5867768595041322,address,Point,2.345748,48.862829,,,,
117,122,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,saint martin,,,,,,fabr,,,rue,du,gros chenet,17,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34554736310406,48.868726080570205,17  rue du gros chenet,Feature,Paris 7e Arrondissement,[],rue du gros caillou,75007,17,"['75107', '75']",,0.606060606060606,address,Point,2.30298,48.856896,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.303109', '48.856906']}}]"
118,123,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,saint martin & roulet,,,,,,fab,,,rue,de,cléry,9,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34458871810337,48.8675619046661,9  rue de cléry,Feature,Paris 2e Arrondissement,[],rue de cléry,75002,9,"['75102', '75']",,1.0,address,Point,2.344608,48.867565,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.344561', '48.867663']}}]"
119,125,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"simon, isaac",,,,,,march de schals et nouveautés d'occasion,,,rue,,michel le comte,37,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35443167924858,48.8626101112806,37  rue  michel le comte,Feature,Paris 3e Arrondissement,[],rue michel le comte,75003,,"['75103', '75']",,0.8863636363636362,address,Point,2.35503,48.862483,,,,
120,126,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,ternois,,,,,,fab façon cachemire,,,rue,,saint denis,319,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35126250311134,48.8671361195673,319  rue  saint denis,Feature,Paris 2e Arrondissement,[],rue saint-denis,75002,,"['75102', '75']",,0.8268398268398267,address,Point,2.350806,48.866191,,,,
121,127,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,valet,,,,,,fab,,,rue,,saint denis,374,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35203177166217,48.868569130957006,374  rue  saint denis,Feature,Paris 2e Arrondissement,[],rue saint-denis,75002,,"['75102', '75']",,0.8268398268398267,address,Point,2.350806,48.866191,,,,
122,129,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,vargoz,,,,,,fab façon cachemire,,,rue,,neuve saint eustache,6,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34453477917783,48.8669566668709,6  rue  neuve saint eustache,Feature,Paris 4e Arrondissement,[],rue neuve saint-pierre,75004,6,"['75104', '75']",,0.6256684491978609,address,Point,2.363866,48.853642,2018-10-21,ign,segment,
123,131,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,"viallet, e desgranges jeune",,,,,,"dépôt en gros de tissus mérinos, flanelles et schals imprimés en tous genres ; autrefois sous la raison lancelot, ch & vialet desgranges jeune",,,rue,des,fossés montmartre,11,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34246008716583,48.86631839816339,11  rue des fossés montmartre,Feature,Paris 1er Arrondissement,[],rue montmartre,75001,11,"['75101', '75']",,0.6666666666666665,address,Point,2.345299,48.864233,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.345237', '48.864174']}}]"
124,132,schals (fabricants et marchands de),1820,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXIIIe année, année 1820.",A1820,,,villard,,,,,,fab,,,rue,,neuve saint eustache,3,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3444697101814,48.8670404968738,3  rue  neuve saint eustache,Feature,Paris 1er Arrondissement,[],porte saint eustache,75001,,"['75101', '75']",,0.6022727272727272,address,Point,2.345748,48.862829,,,,
125,5445,toiles peintes (fabricans de),1810,,TP1810,,,"noël, jl & cie",,,,,,,,,rue,,pontoise,18,,,,,,,,,,precise_geocoding,poubelle_municipal_paris,1,2.35159021103508,48.8495144706071,18  rue  pontoise,Feature,Paris 5e Arrondissement,[],rue de pontoise,75005,,"['75105', '75']",,0.7272727272727272,address,Point,2.350983,48.848393,,,,
126,134,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,berville-duval & co.,,,,,,"dépôt de châles bourre de soie, étoffes de Lyon, Avignon et Nimes",,,rue,des,bons enfants,20,,banque,4.0,,,,,,,precise_geocoding,Jacoubetl_paris,1,2.33853067394881,48.8633326485013,20  rue des bons enfants,Feature,Paris 1er Arrondissement,[],rue des bons enfants,75001,20,"['75101', '75']",,1.0,address,Point,2.338673,48.863432,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.338865', '48.863425']}}]"
127,135,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,leliévre & despalliéres,,,,,,mds,,,rue,,coquilliiére,29,,banque,4.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.3418164098773198,48.8640068782113,29  rue  coquilliiére,Feature,Paris 1er Arrondissement,[],rue coquillière,75001,29,"['75101', '75']",,0.9567099567099566,address,Point,2.341596,48.864135,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.341527', '48.864096']}}]"
128,136,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,gosselin & elie,,,,,,"f .châles brochés, cachemires français, barèges et art de nouveautés",,,rue,,coquillière,33,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3412993758968597,48.86424954950729,33  rue  coquillière,Feature,Paris 1er Arrondissement,[],rue coquillière,75001,33,"['75101', '75']",,1.0,address,Point,2.341227,48.864322,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.341153', '48.864253']}}]"
129,137,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,delafolie frères,,,,,,"dép. de châles, bourre de soie de Lyon et Nismes",,,rue,,croix des petits champs,25,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3396966255470897,48.863640918294,25  rue  croix des petits champs,Feature,Paris 1er Arrondissement,[],rue croix des petits champs,75001,,"['75101', '75']",,0.9147727272727273,address,Point,2.340315,48.864273,,,,
130,138,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,ajac,,,,,,"f. à lyon, cachemires et bourre de soie ; dépôt",,,rue,,croix des petits champs,33,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3398915869615697,48.86410182401939,33  rue  croix des petits champs,Feature,Paris 1er Arrondissement,[],rue croix des petits champs,75001,,"['75101', '75']",,0.9147727272727273,address,Point,2.340315,48.864273,,,,
131,139,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,maiaut frères & co.,,,,,,"tissus mérinos, et nouveautés en gros",,,rue,,croix des petits champs,39,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3399930894354304,48.8643754693098,39  rue  croix des petits champs,Feature,Paris 1er Arrondissement,[],rue croix des petits champs,75001,39,"['75101', '75']",,1.0,address,Point,2.33966450670627,48.8659795030365,2019-02-08,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.33962', '48.86537']}}]"
132,140,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"guilhery, casimir",,,,,,"fab. châles impr, tissus , art de reims et amiens",,,rue,,croix des petits champs,42,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34026646602592,48.864379391667605,42  rue  croix des petits champs,Feature,Paris 1er Arrondissement,[],rue croix des petits champs,75001,42,"['75101', '75']",,1.0,address,Point,2.340447,48.864487,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.340509', '48.864506']}}]"
133,141,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,mabille ainé & co.,,,,,,"art des fab de lyon et nismes, barèges, bonneteries de ganges, lyon et nismes, et généralement toutes les nouveautés de ces fab en gros",,,place,des,victoires,1,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34071059992179,48.8654875886321,1  place des victoires,Feature,Paris 1er Arrondissement,[],place des victoires,75001,1,"['75101', '75']",,1.0,address,Point,2.340779,48.865504,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.340739', '48.865463']}}]"
134,142,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"tainturier, paul",,,,,,"dépôt de châles, cachemires de lyon, tissus, bordures, etc. ; dépôt d'art de nismes",,,place,des,victoires,2,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34052696933977,48.86571642777571,2  place des victoires,Feature,Paris 1er Arrondissement,[],place des victoires,75001,2,"['75101', '75']",,1.0,address,Point,2.340646,48.865667,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.340585', '48.865658']}}]"
135,143,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,lenfant,,,,,,fab façon cachemire,,,rue,de,bourbon villeneuve,7,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34791810831266,48.8681316022107,7  rue de bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.5215311004784688,address,Point,2.336137,48.853866,,,,
136,144,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,hébert ainé,,,,,,fab,,,rue,,bourbon villeneuve,9,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34807024473319,48.8681747214755,9  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4497607655502392,address,Point,2.336137,48.853866,,,,
137,145,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,lereuil,,,,,,"fab brochés façon cachemire, barèges et nouveautés",,,rue,,bourbon villeneuve,11,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3482036751189703,48.8682136309274,11  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
138,146,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,legoupy,,,,,,f. façon cachemire et nouveautés,,,rue,,bourbon villeneuve,20,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34874633845821,48.868277336370795,20  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
139,147,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,brunet & devin,,,,,,fab.,,,rue,,bourbon villeneuve,23,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3489125014217,48.868419316749,23  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
140,148,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,mascré,,,,,,"fab cachemires et autres, et gazes",,,rue,,bourbon villeneuve,24,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34905418381547,48.868369076102894,24  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
141,149,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"richard, j.-b.",,,,,,"fab cachemire, laine et bourre de soie, voiles, gazes, barèges et nouveautés",,,rue,,bourbon villeneuve,26,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34939571440793,48.868470513965505,26  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
142,150,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,douinet,,,,,,fab laine façon cachemire,,,rue,,bourbon villeneuve,29,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34922312421874,48.868512695688494,29  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
143,151,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,pourcherol,,,,,,fab cachemires,,,rue,,bourbon villeneuve,34,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35015436168958,48.868680531706104,34  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
144,152,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,delacourt ; vatin & co.,,,,,,"f. ch. brochés en laine, tissus mérinos, barèges, voiles, etx",,,rue,,bourbon villeneuve,36,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35030770762719,48.8687267328127,36  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
145,153,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,fouquet aîné,,,,,,f. cachemires et nouveautés,,,rue,,bourbon villeneuve,36,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35030811544986,48.8687266049757,36  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
146,154,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,laisney,,,,,,fab brochés façon cachemire,,,rue,,bourbon villeneuve,41,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35019321939834,48.86879546607079,41  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
147,155,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,michel & co.,,,,,,"fab brochés, imprimés",,,rue,,bourbon villeneuve,46,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35091283905696,48.86890819578011,46  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
