,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address,type_1,properties.city_1,properties.oldcity_1,properties.street_1,properties.postalcode_1,properties.number_1,properties.inseecode_1,properties.housenumberinfos_1,properties._score_1,properties._type_1,geometry.type_1,geometry.lng_1,geometry.lat_1,properties.housenumberinfos.date_1,properties.housenumberinfos.source_1,properties.housenumberinfos.kind_1,properties.housenumberinfos.otherpositions_1
232,243,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"delafosse, b.& co.",,,,,,"fab. mérinos, cachemires, gazes",,,rue,,sainte apolline,20,,porte st denis,6.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.35288755722756,48.8691912931403,20  rue  sainte apolline,Feature,Paris 3e Arrondissement,[],rue sainte-apolline,75003,,"['75103', '75']",,0.8863636363636362,address,Point,2.354827,48.868715,,,,
233,244,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,charpentier,,,,,,md.,,,rue,du,faubourg saint martin,72,,porte st martin,5.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.35711558493381,48.871472201701295,72  rue du faubourg saint martin,Feature,Paris 10e Arrondissement,[],rue du faubourg saint martin,75010,72,"['75110', '75']",,1.0,address,Point,2.357378,48.871777,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.357742', '48.871827']}}]"
234,245,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,boursier-wion,,,,,,md.,,,rue,,saint honoré,408,,roule,1.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.3245031488603596,48.86803250103829,408  rue  saint honoré,Feature,Paris 8e Arrondissement,[],rue saint-honoré,75008,408,"['75108', '75']",,1.0,address,Point,2.3245,48.868022,2018-10-21,ign,segment,
235,246,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"salomon, isaac",,,,,,châles d elaine et mérinos en gros,,,rue,du,grenier saint lazare,16,,sainte avoie,7.0,,,,,,,precise_geocoding,jacoubetl_paris,1,2.35337271219067,48.86298339215771,16  rue du grenier saint lazare,Feature,Paris 3e Arrondissement,[],rue du grenier saint-lazare,75003,16,"['75103', '75']",,1.0,address,Point,2.353591,48.86297,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.353654', '48.863116']}}]"
236,247,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,limagne dit pascal,,,,,,fab laine,,,rue,du,grenier saint lazare,28,,sainte avoie,7.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.35301827769788,48.863093441659295,28  rue du grenier saint lazare,Feature,Paris 3e Arrondissement,[],rue du grenier saint-lazare,75003,28,"['75103', '75']",,1.0,address,Point,2.353133,48.8631,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.353221', '48.863214']}}]"
237,248,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,lelievre & despallierres,,,,,,"cachemire, laine et bourre de soie",,,rue,,coquillière,29,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34181450143212,48.86400812719,29  rue  coquillière,Feature,Paris 1er Arrondissement,[],rue coquillière,75001,29,"['75101', '75']",,1.0,address,Point,2.341596,48.864135,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.341527', '48.864096']}}]"
238,249,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,crespin & pom amery,,,,,,en gros,,,rue,,croix des petits champs,39,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3399933435618303,48.8643755239211,39  rue  croix des petits champs,Feature,Paris 1er Arrondissement,[],rue croix des petits champs,75001,39,"['75101', '75']",,1.0,address,Point,2.33966450670627,48.8659795030365,2019-02-08,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.33962', '48.86537']}}]"
239,250,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,mabille aîné & co,,,,,,"dépôt des art de lyon, gange et nismes",,,place,des,victoires,1,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3407108153809397,48.865487707365105,1  place des victoires,Feature,Paris 1er Arrondissement,[],place des victoires,75001,1,"['75101', '75']",,1.0,address,Point,2.340779,48.865504,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.340739', '48.865463']}}]"
240,251,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,gaussen aîné,,,,,,f en cachemire et nouveautés,,,place,des,victoires,2,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34052838119063,48.865715849687994,2  place des victoires,Feature,Paris 1er Arrondissement,[],place des victoires,75001,2,"['75101', '75']",,1.0,address,Point,2.340646,48.865667,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.340585', '48.865658']}}]"
241,252,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,séguier jeune & co,,,,,,,,,place,des,victoires,2,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34052648537187,48.865716771534395,2  place des victoires,Feature,Paris 1er Arrondissement,[],place des victoires,75001,2,"['75101', '75']",,1.0,address,Point,2.340646,48.865667,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.340585', '48.865658']}}]"
242,253,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,blay père & fils,,,,,,,,,place,des,victoires,4,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34052262995503,48.8657800729679,4  place des victoires,Feature,Paris 1er Arrondissement,[],place des victoires,75001,4,"['75101', '75']",,1.0,address,Point,2.34058410601728,48.8657835696723,2019-07-22,ign,entrance,
243,254,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"desolme jeune ; juillerat, ed & co",,,,,,"fab cachemire, maison réputée pour la perfection de ses tissus, l'élégance et la variété de ses dessins : créateurs de châles exactement sans envers",,,place,des,victoires,4,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3405241117919,48.8657802668939,4  place des victoires,Feature,Paris 1er Arrondissement,[],place des victoires,75001,4,"['75101', '75']",,1.0,address,Point,2.34058410601728,48.8657835696723,2019-07-22,ign,entrance,
244,255,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,dimpre & co,,,,,,et mérinos ; fab à rethel,,,place,des,victoires,4,,banque,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3405235016392996,48.8657800107812,4  place des victoires,Feature,Paris 1er Arrondissement,[],place des victoires,75001,4,"['75101', '75']",,1.0,address,Point,2.34058410601728,48.8657835696723,2019-07-22,ign,entrance,
245,256,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"lenfant, césar",,,,,,fab façon cachemire et banios,,,rue,,bourbon villeneuve,5,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3477636322058704,48.8680919667204,5  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4497607655502392,address,Point,2.336137,48.853866,,,,
246,257,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,legoupy,,,,,,f façon cachemire et barèges ; fab à bohain,,,rue,de,bourbon villeneuve,7,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3479178335490696,48.86813124070379,7  rue de bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.5215311004784688,address,Point,2.336137,48.853866,,,,
247,258,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,gervaise,,,,,,fab châles brochés façon cachemire et nouveautés,,,rue,,bourbon villeneuve,9,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3480698852993998,48.8681745778629,9  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4497607655502392,address,Point,2.336137,48.853866,,,,
248,259,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,gras hachez & co,,,,,,fab,,,rue,,bourbon villeneuve,11,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34820493933027,48.86821423881911,11  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
249,260,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,lereuil,,,,,,"f brochés façon cachemire, barèges et nouveautés",,,rue,,bourbon villeneuve,11,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3482068156631,48.8682148705635,11  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
250,261,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,allard,,,,,,"fab et barèges, nouveautés, laine, cachemire, grenadine, etc",,,rue,,bourbon villeneuve,14,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34785199827803,48.8680121427126,14  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
251,262,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,trouillet mathieu,,,,,,"fab châles laine brochés, façon cachemire",,,rue,,bourbon villeneuve,14,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3478529364386804,48.86801245858771,14  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
252,263,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,sauvage & dehelly,,,,,,,,,rue,,bourbon villeneuve,22,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34889199940867,48.868318800487096,22  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
253,264,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"mariage, l ; grebert & co",,,,,,f nouveautés en laine et soie et laine pure,,,rue,,bourbon villeneuve,23,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34891130123901,48.868419025495605,23  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
254,265,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,mascré,,,,,,"fab cachemires et autres ; rue bourbon villeneuve 24 et rue du faubourg saint martin, 13 ; fab à fresnoy le grand",,,rue,,bourbon villeneuve,24,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34905452985321,48.86836727085999,24  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
255,266,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"couillard, f & co",,,,,,fab en laine et gaze de soie,,,rue,,bourbon villeneuve,26,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3493962190190603,48.8684701292451,26  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
256,267,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,barbe,,,,,,"fab brochés laine, imitation de cachemire",,,rue,,bourbon villeneuve,28,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3497978399792596,48.8685795392869,28  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
257,268,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,carli,,,,,,f façon cachemire,,,rue,,bourbon villeneuve,29,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34922337170648,48.8685128031692,29  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
258,269,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,dufour & fournier,,,,,,fab façon cachemire et barèges,,,rue,,bourbon villeneuve,30,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34998236670036,48.8686324980611,30  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
259,270,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,delbarre,,,,,,fab,,,rue,,bourbon villeneuve,31,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34932257530364,48.8685432244355,31  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
260,271,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"denis, j",,,,,,fab,,,rue,,bourbon villeneuve,34,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3501544042394,48.86868047405851,34  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
261,272,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,nouvion & bonbart,,,,,,"f châles, barèges et nouv",,,rue,,bourbon villeneuve,35,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34975104473172,48.868677989220295,35  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
262,273,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,vastel ; gabelle & co,,,,,,"fab gaçon cachemire, gazes, voiles et nouveautés",,,rue,,bourbon villeneuve,36,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3503081154364303,48.8687264556796,36  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
263,274,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,sarazin frères & lhote,,,,,,"f ch en laine brochée façon cachemire, barèges et nouveautés ; fab à fresnoy le grand",,,rue,,bourbon villeneuve,39,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3499186743559597,48.86872007332501,39  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
264,275,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,laisney,,,,,,fab cachem et laine brochés,,,rue,,bourbon villeneuve,41,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3501951231887,48.8687945537403,41  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
265,276,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,gaudin,,,,,,fab,,,rue,,bourbon villeneuve,45,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3505095851596804,48.8688988936139,45  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
266,277,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,bienvenu & co,,,,,,"fab brochés, cachemires, barèges, gazes et nouveautés",,,rue,,bourbon villeneuve,46,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3509138293625,48.8689091498549,46  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
267,278,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,petit samson,,,,,,"fab châles de laine façon cachemire, barèges, banios et nouveautés ; fab à grouges, près saint quentin",,,rue,,bourbon villeneuve,50,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3511489238946,48.86898463893289,50  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4456762749445676,address,Point,2.336137,48.853866,,,,
268,279,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,ternois,,,,,,"fab chales brochés, gazes, barèges et nouveautés",,,rue,,bourbon villeneuve,55,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35111145782299,48.8690715938914,55  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
269,280,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,barrier & co,,,,,,fab brochés façn cachemire et nouveautés,,,rue,,bourbon villeneuve,57,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35129476277943,48.869125481019495,57  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
270,281,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,charlin,,,,,,fab,,,rue,,bourbon villeneuve,58,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3517857147944503,48.8691822712372,58  rue  bourbon villeneuve,Feature,Paris 6e Arrondissement,[],rue de bourbon le chateau,75006,,"['75106', '75']",,0.4405594405594406,address,Point,2.336137,48.853866,,,,
271,282,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,charlin,,,,,,fab façon cachemire,,,rue,,saint denis,345,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35162250552285,48.8680654621323,345  rue  saint denis,Feature,Paris 2e Arrondissement,[],rue saint-denis,75002,,"['75102', '75']",,0.8268398268398267,address,Point,2.350806,48.866191,,,,
272,283,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,brasseur,,,,,,fab,,,rue,,saint denis,361,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35176340972067,48.868418932146206,361  rue  saint denis,Feature,Paris 2e Arrondissement,[],rue saint-denis,75002,,"['75102', '75']",,0.8268398268398267,address,Point,2.350806,48.866191,,,,
273,1470,dentelles et blondes (marchands de),1815,,B1815,,,"dufresne, gabriel",,,,,,"toiles, lie, nouveautés et blondes de soie",,,rue,,saint denis,97,,,,,marchés,4.0,,,,precise_geocoding,jacoubet_paris,1,2.3486311222307403,48.8610799676834,97  rue  saint denis,Feature,Paris 1er Arrondissement,[],rue saint-denis,75001,97,"['75101', '75']",,1.0,address,Point,2.349367,48.862338,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.349212', '48.862373']}}]"
274,285,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"lupin, b père & fils & co",,,,,,"fab châles soie et laine, bourre de soie et cachemires brochés en tout genre, gazes de soie, barèges et batistes",,,rue,,lepelletier,2,,chaussée antin,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33834905830191,48.8721662010215,2  rue  lepelletier,Feature,Lille,[],rue lepelletier,59800,2,"['59350', '59']",,0.8564593301435406,address,Point,3.063642,50.638227,2018-10-20,ign,entrance,"[{'date': '2018-10-20', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['3.063637', '50.63824']}}]"
275,286,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"charaudeau, pierre",,,,,,fab,,,rue,,cadet,7,,fbg mmt,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34270379325502,48.8747505904152,7  rue  cadet,Feature,Paris 9e Arrondissement,[],rue cadet,75009,7,"['75109', '75']",,1.0,address,Point,2.342751,48.874741,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.342567', '48.874856']}}]"
276,287,chales (fabricans et march de),1830,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXIIIe année, 1830.",A1830,,,"maillard, fortuné",,,,,,f et nouv,,,rue,du,faubourg poissonnière,27,,fbg mmt,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34777843826706,48.874263498914395,27  rue du faubourg poissonnière,Feature,Paris 9e Arrondissement,[],rue du faubourg poissonnière,75009,27,"['75109', '75']",,1.0,address,Point,2.347797,48.872846,2018-10-21,ign,entrance,"[{'date': '2018-10-21', 'source': 'dgfip', 'kind': 'parcel', 'geometry': {'type': 'Point', 'coordinates': ['2.347446', '48.872863']}}]"
